link,titulo,sentimento
https://www.infomoney.com.br/onde-investir/fii-brco11-pagara-maior-dividendo-de-sua-historia-em-julho-veja-valor/,FII BRCO11 pagará maior dividendo de sua história em julho; veja valor,positivo
https://www.infomoney.com.br/onde-investir/fii-mxrf11-confirma-novos-dividendos-para-julho-yield-mensal-e-de-102/,"FII MXRF11 confirma novos dividendos para julho; yield mensal é de 1,02%",positivo
https://www.infomoney.com.br/onde-investir/fii-trxf11-divulga-novos-dividendos-com-yield-de-163-veja-valor/,"FII TRXF11 divulga novos dividendos com yield de 1,63%; veja valor",positivo
https://www.infomoney.com.br/economia/industria-do-brasil-volta-a-crescer-em-junho-mas-vendas-e-producao-recuam-mostra-pmi/,"Indústria do Brasil volta a crescer em junho mas vendas e produção recuam, mostra PMI",neutro
https://www.infomoney.com.br/economia/adp-setor-privado-dos-eua-cria-98-mil-vagas-de-trabalho-em-junho-abaixo-do-esperado/,"ADP: Setor privado dos EUA cria 98 mil vagas de trabalho em junho, abaixo do esperado",negativo
https://www.infomoney.com.br/economia/concessoes-de-emprestimos-no-brasil-aumentam-02-em-maio-diz-bc/,"Concessões de empréstimos no Brasil aumentam 0,2% em maio, diz BC",neutro
https://www.infomoney.com.br/economia/industria-no-euro-encerra-1o-tri-em-alta-com-alivio-de-pressoes-de-custos-mostra-pmi/,"Indústria no euro encerra 1º tri em alta com alívio de pressões de custos, mostra PMI",negativo
https://www.infomoney.com.br/economia/inflacao-do-euro-cai-mais-do-que-esperado-e-reforca-visao-do-bce-a-favor-de-paciencia/,Inflação do euro cai mais do que esperado e reforça visão do BCE a favor de paciência,positivo
https://www.infomoney.com.br/economia/industria-da-china-tem-melhor-trimestre-desde-o-final-de-2020-mostra-pmi-privado/,"Indústria da China tem melhor trimestre desde o final de 2020, mostra PMI privado",positivo
https://www.infomoney.com.br/colunistas/iee/por-que-o-brasil-precisa-descentralizar-seu-mercado-financeiro/,Por que o Brasil precisa descentralizar seu mercado financeiro,neutro
https://www.infomoney.com.br/economia/petrobras-reduz-preco-do-diesel-em-r-03515-por-litro-com-fim-da-subvencao/,"Petrobras reduz preço do diesel em R$ 0,3515 por litro com fim da subvenção",neutro
https://www.infomoney.com.br/economia/leilao-de-saneamento-sem-concorrentes-consorcio-arremata-bloco-1-de-esgoto-do-ceara/,"Leilão de saneamento: sem concorrentes, consórcio arremata Bloco 1 de esgoto do Ceará",neutro
